RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long
59626,74456,PO BOX,PRESTON,OK,35.72,-95.98
59627,74457,STANDARD,PROCTOR,OK,35.97,-94.78
59628,74060,STANDARD,PRUE,OK,36.24,-96.26
59629,74361,STANDARD,PRYOR,OK,36.3,-95.32
59630,74361,STANDARD,SPORTSMEN ACRES,OK,36.3,-95.32
59631,74361,STANDARD,SPRTSMN ACRES,OK,36.3,-95.32
59632,74361,STANDARD,PRYOR CREEK,OK,36.3,-95.32
59633,74362,PO BOX,PRYOR,OK,36.3,-95.32
59634,74362,PO BOX,PRYOR CREEK,OK,36.3,-95.32
59635,73080,STANDARD,PURCELL,OK,35.01,-97.37
59636,73659,STANDARD,PUTNAM,OK,35.99,-99.23
59637,74335,PO BOX,CARDIN,OK,36.97,-94.85
59638,74335,PO BOX,QUAPAW,OK,36.97,-94.85
59639,74360,STANDARD,PICHER,OK,36.98,-94.83
59640,74360,STANDARD,QUAPAW,OK,36.98,-94.83
59641,74363,STANDARD,QUAPAW,OK,36.95,-94.78
59642,74363,STANDARD,PEORIA,OK,36.95,-94.78
59643,74561,STANDARD,QUINTON,OK,35.12,-95.36
59644,74650,STANDARD,RALSTON,OK,36.5,-96.73
59645,74061,STANDARD,RAMONA,OK,36.53,-95.92
59646,73562,STANDARD,RANDLETT,OK,34.17,-98.46
59647,73481,STANDARD,RATLIFF CITY,OK,34.44,-97.51
59648,74562,STANDARD,RATTAN,OK,34.19,-95.41
59649,73455,PO BOX,RAVIA,OK,34.24,-96.75
59650,74458,PO BOX,REDBIRD,OK,35.88,-95.58
59651,74458,PO BOX,PORTER,OK,35.88,-95.58
59652,74563,STANDARD,RED OAK,OK,34.95,-95.08
59653,74651,STANDARD,RED ROCK,OK,36.45,-97.17
59654,74459,PO BOX,RENTIESVILLE,OK,35.52,-95.49
59655,73660,STANDARD,REYDON,OK,35.65,-99.92
59656,73456,STANDARD,RINGLING,OK,34.17,-97.59
59657,73456,STANDARD,CORNISH,OK,34.17,-97.59
59658,74754,STANDARD,RINGOLD,OK,34.21,-95.13
59659,73768,STANDARD,RINGWOOD,OK,36.38,-98.24
59660,74062,STANDARD,RIPLEY,OK,36.01,-96.9
59661,73661,STANDARD,ROCKY,OK,35.15,-99.05
59662,74865,STANDARD,ROFF,OK,34.62,-96.84
59663,74865,STANDARD,HICKORY,OK,34.62,-96.84
59664,74954,STANDARD,ROLAND,OK,35.41,-94.51
59665,73564,STANDARD,ROOSEVELT,OK,34.84,-99.02
59666,73564,STANDARD,COOPERTON,OK,34.84,-99.02
59667,74364,STANDARD,ROSE,OK,36.22,-95.03
59668,74755,STANDARD,RUFE,OK,34.12,-95.15
59669,73082,STANDARD,RUSH SPRINGS,OK,34.77,-97.95
59670,73565,STANDARD,RYAN,OK,34.02,-97.95
59671,74866,PO BOX,SAINT LOUIS,OK,35.07,-96.86
59672,74365,STANDARD,SALINA,OK,36.29,-95.15
59673,74955,STANDARD,SALLISAW,OK,35.46,-94.8
59674,74063,STANDARD,SAND SPRINGS,OK,36.13,-96.13
59675,74063,STANDARD,LOTSEE,OK,36.13,-96.13
59676,74063,STANDARD,SANDSPRINGS,OK,36.13,-96.13
59677,74063,STANDARD,SS,OK,36.13,-96.13
59678,74066,STANDARD,SAPULPA,OK,35.99,-96.09
59679,74066,STANDARD,SEPULPA,OK,35.99,-96.09
59680,74066,STANDARD,SUPULPA,OK,35.99,-96.09
59681,74067,PO BOX,SAPULPA,OK,35.99,-96.09
59682,74067,PO BOX,SEPULPA,OK,35.99,-96.09
59683,74067,PO BOX,SUPULPA,OK,35.99,-96.09
59684,74867,STANDARD,SASAKWA,OK,34.94,-96.52
59685,74565,PO BOX,SAVANNA,OK,34.82,-95.83
59686,74756,STANDARD,SAWYER,OK,34.02,-95.37
59687,73662,STANDARD,SAYRE,OK,35.29,-99.63
59688,74460,PO BOX,SCHULTER,OK,35.52,-95.95
59689,73663,STANDARD,SEILING,OK,36.14,-98.92
59690,74818,PO BOX,SEMINOLE,OK,35.23,-96.64
59691,74868,STANDARD,SEMINOLE,OK,35.23,-96.64
59692,73664,STANDARD,SENTINEL,OK,35.15,-99.17
59693,74956,STANDARD,SHADY POINT,OK,35.13,-94.66
59694,74068,PO BOX,SHAMROCK,OK,35.91,-96.57
59695,73857,STANDARD,SHARON,OK,36.27,-99.33
59696,73858,STANDARD,SHATTUCK,OK,36.27,-99.87
59697,74801,STANDARD,SHAWNEE,OK,35.33,-96.91
59698,74801,STANDARD,BETHEL ACRES,OK,35.33,-96.91
59699,74801,STANDARD,JOHNSON,OK,35.33,-96.91
59700,74802,PO BOX,SHAWNEE,OK,35.33,-96.91
59701,74804,STANDARD,SHAWNEE,OK,35.33,-96.91
59702,74652,STANDARD,SHIDLER,OK,36.78,-96.65
59703,74652,STANDARD,FORAKER,OK,36.78,-96.65
59704,74652,STANDARD,WEBB CITY,OK,36.78,-96.65
59705,74070,STANDARD,SKIATOOK,OK,36.36,-96.03
59706,74071,PO BOX,SLICK,OK,35.77,-96.26
59707,74957,STANDARD,SMITHVILLE,OK,34.46,-94.64
59708,74957,STANDARD,OCTAVIA,OK,34.46,-94.64
59709,74567,STANDARD,SNOW,OK,34.4,-95.42
59710,73566,STANDARD,SNYDER,OK,34.65,-98.95
59711,74759,STANDARD,SOPER,OK,34.03,-95.69
59712,73770,STANDARD,SOUTHARD,OK,36.03,-98.47
59713,74072,STANDARD,S COFFEYVILLE,OK,36.99,-95.62
59714,74072,STANDARD,SOUTH COFFEYVILLE,OK,36.99,-95.62
59715,74869,STANDARD,SPARKS,OK,35.61,-96.81
59716,74366,STANDARD,SPAVINAW,OK,36.39,-95.05
59717,73084,STANDARD,SPENCER,OK,35.5,-97.37
59718,74760,STANDARD,SPENCERVILLE,OK,34.13,-95.39
59719,74073,STANDARD,SPERRY,OK,36.29,-95.98
59720,74959,STANDARD,SPIRO,OK,35.24,-94.61
59721,74959,STANDARD,FORT COFFEE,OK,35.24,-94.61
59722,73458,STANDARD,SPRINGER,OK,34.28,-97.12
59723,73567,PO BOX,STERLING,OK,34.74,-98.17
59724,74462,STANDARD,STIGLER,OK,35.25,-95.12
59725,74462,STANDARD,ENTERPRISE,OK,35.25,-95.12
59726,74462,STANDARD,TAMAHA,OK,35.25,-95.12
59727,74074,STANDARD,STILLWATER,OK,36.13,-97.07
59728,74074,STANDARD,STW,OK,36.13,-97.07
59729,74075,STANDARD,STILLWATER,OK,36.13,-97.07
59730,74075,STANDARD,STW,OK,36.13,-97.07
59731,74076,PO BOX,STILLWATER,OK,36.13,-97.07
59732,74076,PO BOX,STW,OK,36.13,-97.07
59733,74077,UNIQUE,STILLWATER,OK,36.13,-97.07
59734,74077,UNIQUE,OK STATE UNIV STU HOUSING,OK,36.13,-97.07
59735,74077,UNIQUE,STW,OK,36.13,-97.07
59736,74078,UNIQUE,STILLWATER,OK,36.13,-97.07
59737,74078,UNIQUE,OK ST UNV ADM,OK,36.13,-97.07
59738,74078,UNIQUE,OK STATE UNIV ADMIN,OK,36.13,-97.07
59739,74078,UNIQUE,STW,OK,36.13,-97.07
59740,74960,STANDARD,STILWELL,OK,35.81,-94.63
59741,74871,STANDARD,STONEWALL,OK,34.65,-96.52
59742,74871,STANDARD,HARDEN CITY,OK,34.65,-96.52
59743,74367,STANDARD,STRANG,OK,36.41,-95.13
59744,74872,STANDARD,STRATFORD,OK,34.79,-96.96
59745,74569,STANDARD,STRINGTOWN,OK,34.46,-96.05
59746,74079,STANDARD,STROUD,OK,35.76,-96.64
59747,74079,STANDARD,KENDRICK,OK,35.76,-96.64
59748,74570,STANDARD,STUART,OK,34.9,-96.09
59749,74570,STANDARD,ASHLAND,OK,34.9,-96.09
59750,73086,STANDARD,SULPHUR,OK,34.5,-96.97
59751,73666,STANDARD,SWEETWATER,OK,35.42,-99.92
59752,73666,STANDARD,MAYFIELD,OK,35.42,-99.92
59753,74761,PO BOX,SWINK,OK,34.02,-95.2
59754,74463,PO BOX,TAFT,OK,35.75,-95.54
59755,74464,STANDARD,TAHLEQUAH,OK,35.91,-94.97
59756,74464,STANDARD,TALEQUAH,OK,35.91,-94.97
59757,74464,STANDARD,THLEQUAH,OK,35.91,-94.97
59758,74465,PO BOX,TAHLEQUAH,OK,35.91,-94.97
59759,74465,PO BOX,TALEQUAH,OK,35.91,-94.97
59760,74465,PO BOX,THLEQUAH,OK,35.91,-94.97
59761,74080,STANDARD,TALALA,OK,36.53,-95.7
59762,74571,STANDARD,TALIHINA,OK,34.75,-95.04
59763,73667,STANDARD,TALOGA,OK,36.04,-98.96
59764,73487,PO BOX,TATUMS,OK,34.47,-97.46
59765,74873,STANDARD,TECUMSEH,OK,35.26,-96.93
59766,74873,STANDARD,BROOKSVILLE,OK,35.26,-96.93
59767,74873,STANDARD,PINK,OK,35.26,-96.93
59768,73568,STANDARD,TEMPLE,OK,34.27,-98.23
59769,74081,STANDARD,TERLTON,OK,36.18,-96.49
59770,73561,STANDARD,OSCAR,OK,33.98,-97.75
59771,73561,STANDARD,TERRAL,OK,33.98,-97.75
59772,73569,STANDARD,TERRAL,OK,33.89,-97.93
59773,73569,STANDARD,GRADY,OK,33.89,-97.93
59774,73459,STANDARD,THACKERVILLE,OK,33.79,-97.14
59775,73669,STANDARD,THOMAS,OK,35.74,-98.74
59776,73570,STANDARD,TIPTON,OK,34.5,-99.13
59777,73460,STANDARD,TISHOMINGO,OK,34.23,-96.67
59778,74653,STANDARD,TONKAWA,OK,36.68,-97.3
59779,74875,STANDARD,TRYON,OK,35.87,-96.96
59780,74101,PO BOX,TULSA,OK,36.12,-95.91
59781,74102,PO BOX,TULSA,OK,36.12,-95.91
59782,74103,STANDARD,TULSA,OK,36.12,-95.91
59783,74104,STANDARD,TULSA,OK,36.12,-95.91
59784,74105,STANDARD,TULSA,OK,36.12,-95.91
59785,74106,STANDARD,TULSA,OK,36.12,-95.91
59786,74107,STANDARD,TULSA,OK,36.12,-95.91
59787,74108,STANDARD,TULSA,OK,36.12,-95.91
59788,74110,STANDARD,TULSA,OK,36.12,-95.91
59789,74112,STANDARD,TULSA,OK,36.12,-95.91
59790,74114,STANDARD,TULSA,OK,36.12,-95.91
59791,74115,STANDARD,TULSA,OK,36.12,-95.91
59792,74116,STANDARD,TULSA,OK,36.12,-95.91
59793,74117,STANDARD,TULSA,OK,36.12,-95.91
59794,74119,STANDARD,TULSA,OK,36.12,-95.91
59795,74120,STANDARD,TULSA,OK,36.12,-95.91
59796,74121,PO BOX,TULSA,OK,36.12,-95.91
59797,74126,STANDARD,TULSA,OK,36.12,-95.91
59798,74126,STANDARD,TURLEY,OK,36.12,-95.91
59799,74127,STANDARD,TULSA,OK,36.12,-95.91
59800,74128,STANDARD,TULSA,OK,36.12,-95.91
59801,74129,STANDARD,TULSA,OK,36.12,-95.91
59802,74130,STANDARD,TULSA,OK,36.12,-95.91
59803,74131,STANDARD,TULSA,OK,36.12,-95.91
59804,74132,STANDARD,TULSA,OK,36.12,-95.91
59805,74133,STANDARD,TULSA,OK,36.12,-95.91
59806,74134,STANDARD,TULSA,OK,36.12,-95.91
59807,74135,STANDARD,TULSA,OK,36.12,-95.91
59808,74136,STANDARD,TULSA,OK,36.12,-95.91
59809,74137,STANDARD,TULSA,OK,36.12,-95.91
59810,74141,UNIQUE,TULSA,OK,36.12,-95.91
59811,74145,STANDARD,TULSA,OK,36.12,-95.91
59812,74146,STANDARD,TULSA,OK,36.12,-95.91
59813,74147,PO BOX,TULSA,OK,36.12,-95.91
59814,74148,PO BOX,TULSA,OK,36.12,-95.91
59815,74149,PO BOX,TULSA,OK,36.12,-95.91
59816,74150,PO BOX,TULSA,OK,36.12,-95.91
59817,74152,PO BOX,TULSA,OK,36.12,-95.91
59818,74153,PO BOX,TULSA,OK,36.12,-95.91
59819,74155,PO BOX,TULSA,OK,36.12,-95.91
59820,74156,PO BOX,TULSA,OK,36.12,-95.91
59821,74157,PO BOX,TULSA,OK,36.12,-95.91
59822,74158,PO BOX,TULSA,OK,36.12,-95.91
59823,74159,PO BOX,TULSA,OK,36.12,-95.91
59824,74169,PO BOX,TULSA,OK,36.12,-95.91
59825,74170,PO BOX,TULSA,OK,36.12,-95.91
59826,74171,UNIQUE,TULSA,OK,36.12,-95.91
59827,74171,UNIQUE,ORAL ROBERTS UNIV,OK,36.12,-95.91
59828,74172,STANDARD,TULSA,OK,36.12,-95.91
59829,74172,STANDARD,WILLIAMS CENTER,OK,36.12,-95.91
59830,74182,UNIQUE,TULSA,OK,36.12,-95.91
59831,74182,UNIQUE,BOK MAIL SERVICE,OK,36.12,-95.91
59832,74186,UNIQUE,TULSA,OK,36.12,-95.91
59833,74186,UNIQUE,OKLAHOMA NATURAL GAS,OK,36.12,-95.91
59834,74187,UNIQUE,TULSA,OK,36.12,-95.91
59835,74187,UNIQUE,TULSA CITY UTILITIES,OK,36.12,-95.91
59836,74192,UNIQUE,TULSA,OK,36.12,-95.91
59837,74192,UNIQUE,BOK MAIL SERVICE,OK,36.12,-95.91
59838,74193,UNIQUE,TULSA,OK,36.12,-95.91
59839,74193,UNIQUE,FIRST NATL BANK MAIL SERVICE,OK,36.12,-95.91
59840,74572,STANDARD,TUPELO,OK,34.6,-96.42
59841,74574,STANDARD,TUSKAHOMA,OK,34.62,-95.27
59842,73089,STANDARD,TUTTLE,OK,35.29,-97.75
59843,74368,STANDARD,TWIN OAKS,OK,36.2,-94.85
59844,73090,STANDARD,UNION CITY,OK,35.4,-97.89
59845,74764,STANDARD,VALLIANT,OK,34,-95.08
59846,73491,PO BOX,VELMA,OK,34.45,-97.66
59847,74082,PO BOX,VERA,OK,36.44,-95.88
59848,73092,STANDARD,VERDEN,OK,35.08,-98.08
59849,74962,STANDARD,VIAN,OK,35.49,-94.97
59850,73859,STANDARD,VICI,OK,36.14,-99.29
59851,74301,STANDARD,VINITA,OK,36.64,-95.15
59852,74301,STANDARD,CENTRALIA,OK,36.64,-95.15
59853,74301,STANDARD,PENSACOLA,OK,36.64,-95.15
59854,74301,STANDARD,WHITE OAK,OK,36.64,-95.15
59855,73571,STANDARD,VINSON,OK,34.9,-99.87
59856,74467,STANDARD,WAGONER,OK,35.95,-95.38
59857,74477,PO BOX,WAGONER,OK,35.95,-95.38
59858,74468,PO BOX,WAINWRIGHT,OK,35.61,-95.56
59859,73771,STANDARD,WAKITA,OK,36.88,-97.92
59860,73572,STANDARD,WALTERS,OK,34.35,-98.3
59861,74878,STANDARD,WANETTE,OK,34.96,-97.03
59862,74878,STANDARD,TRIBBEY,OK,34.96,-97.03
59863,74083,STANDARD,WANN,OK,36.91,-95.8
59864,74083,STANDARD,NOXIE,OK,36.91,-95.8
59865,73461,STANDARD,WAPANUCKA,OK,34.37,-96.42
59866,74469,STANDARD,WARNER,OK,35.49,-95.3
59867,73093,STANDARD,WASHINGTON,OK,35.05,-97.48
59868,73093,STANDARD,GOLDSBY,OK,35.05,-97.48
59869,73772,STANDARD,WATONGA,OK,35.84,-98.41
59870,74963,STANDARD,WATSON,OK,34.43,-94.55
59871,74964,STANDARD,WATTS,OK,36.1,-94.57
59872,73773,STANDARD,WAUKOMIS,OK,36.28,-97.9
59873,73573,STANDARD,WAURIKA,OK,34.18,-98.02
59874,73573,STANDARD,SUGDEN,OK,34.18,-98.02
59875,73095,STANDARD,WAYNE,OK,34.91,-97.31
59876,73860,STANDARD,WAYNOKA,OK,36.58,-98.87
59877,73096,STANDARD,WEATHERFORD,OK,35.53,-98.68
59878,74470,STANDARD,WEBBERS FALLS,OK,35.5,-95.16
59879,74369,STANDARD,WELCH,OK,36.87,-95.09
59880,74880,STANDARD,WELEETKA,OK,35.33,-96.13
59881,74880,STANDARD,CLEARVIEW,OK,35.33,-96.13
59882,74880,STANDARD,PHAROAH,OK,35.33,-96.13
59883,74471,STANDARD,WELLING,OK,35.91,-94.85
59884,74881,STANDARD,WELLSTON,OK,35.68,-97.06
59885,74881,STANDARD,FALLIS,OK,35.68,-97.06
59886,74881,STANDARD,WARWICK,OK,35.68,-97.06
59887,74965,STANDARD,WESTVILLE,OK,35.98,-94.57
59888,74883,STANDARD,WETUMKA,OK,35.24,-96.23
59889,74884,STANDARD,WEWOKA,OK,35.14,-96.49
59890,74884,STANDARD,LIMA,OK,35.14,-96.49
59891,74884,STANDARD,NEW LIMA,OK,35.14,-96.49
59892,73097,PO BOX,WHEATLAND,OK,35.39,-97.65
59893,74440,PO BOX,HOYT,OK,35.28,-95.3
59894,74472,STANDARD,WHITEFIELD,OK,35.25,-95.23
59895,74472,STANDARD,HOYT,OK,35.25,-95.23
59896,74577,STANDARD,WHITESBORO,OK,34.68,-94.88
59897,74578,STANDARD,WILBURTON,OK,34.91,-95.3
59898,74578,STANDARD,HIGGINS,OK,34.91,-95.3
59899,73673,STANDARD,WILLOW,OK,35.05,-99.5
59900,73463,STANDARD,WILSON,OK,34.15,-97.43
59901,73463,STANDARD,RUBOTTOM,OK,34.15,-97.43
59902,74966,STANDARD,WISTER,OK,34.97,-94.72
59903,74966,STANDARD,SUMMERFIELD,OK,34.97,-94.72
59904,73801,STANDARD,WOODWARD,OK,36.42,-99.4
59905,73802,PO BOX,WOODWARD,OK,36.42,-99.4
59906,74766,STANDARD,WRIGHT CITY,OK,34.06,-95
59907,74370,STANDARD,WYANDOTTE,OK,36.79,-94.72
59908,73098,STANDARD,WYNNEWOOD,OK,34.64,-97.16
59909,74084,STANDARD,WYNONA,OK,36.54,-96.32
59910,74085,STANDARD,YALE,OK,36.11,-96.7
59911,73085,PO BOX,YUKON,OK,35.51,-97.76
59912,73099,STANDARD,YUKON,OK,35.51,-97.76
59913,71854,STANDARD,TEXARKANA,AR,33.45,-94.01
59914,75001,STANDARD,ADDISON,TX,32.96,-96.83
59915,75410,STANDARD,ALBA,TX,32.79,-95.63
59916,75002,STANDARD,ALLEN,TX,33.1,-96.66
59917,75002,STANDARD,LUCAS,TX,33.1,-96.66
59918,75002,STANDARD,PARKER,TX,33.1,-96.66
59919,75013,STANDARD,ALLEN,TX,33.1,-96.66
59920,75925,STANDARD,ALTO,TX,31.65,-95.07
59921,75925,STANDARD,FOREST,TX,31.65,-95.07
59922,75925,STANDARD,LINWOOD,TX,31.65,-95.07
59923,75925,STANDARD,REDLAWN,TX,31.65,-95.07
59924,75409,STANDARD,ANNA,TX,33.35,-96.54
59925,75550,STANDARD,ANNONA,TX,33.58,-94.91
59926,75926,STANDARD,APPLE SPRINGS,TX,31.26,-94.97
59927,75926,STANDARD,NIGTON,TX,31.26,-94.97
59928,75926,STANDARD,NORTH CEDAR,TX,31.26,-94.97
59929,75750,STANDARD,ARP,TX,32.22,-95.05
59930,75411,STANDARD,ARTHUR CITY,TX,33.84,-95.46
59931,75751,STANDARD,ATHENS,TX,32.2,-95.85
59932,75751,STANDARD,BAXTER,TX,32.2,-95.85
59933,75751,STANDARD,CARDINAL HALL,TX,32.2,-95.85
59934,75751,STANDARD,CARDINAL STA,TX,32.2,-95.85
59935,75751,STANDARD,CRESCENT HEIGHTS,TX,32.2,-95.85
59936,75751,STANDARD,TRI CITIES,TX,32.2,-95.85
59937,75751,STANDARD,WALTON,TX,32.2,-95.85
59938,75752,STANDARD,ATHENS,TX,32.2,-95.85
59939,75551,STANDARD,ATLANTA,TX,33.11,-94.16
59940,75551,STANDARD,GALLOWAY,TX,33.11,-94.16
59941,75551,STANDARD,OFARRELL,TX,33.11,-94.16
59942,75551,STANDARD,SMYRNA,TX,33.11,-94.16
59943,75554,STANDARD,AVERY,TX,33.55,-94.77
59944,75630,STANDARD,AVINGER,TX,32.89,-94.55
59945,75630,STANDARD,WARLOCK,TX,32.89,-94.55
59946,75412,STANDARD,BAGWELL,TX,33.82,-95.14
59947,75413,PO BOX,BAILEY,TX,33.43,-96.16
59948,75101,PO BOX,BARDWELL,TX,32.26,-96.69
59949,75102,STANDARD,BARRY,TX,32.09,-96.63
59950,75631,STANDARD,BECKVILLE,TX,32.24,-94.45
59951,75631,STANDARD,FAIR PLAY,TX,32.24,-94.45
59952,75631,STANDARD,GRAND BLUFF,TX,32.24,-94.45
59953,75414,STANDARD,BELLS,TX,33.62,-96.41
59954,75415,STANDARD,BEN FRANKLIN,TX,33.47,-95.77
59955,75754,STANDARD,BEN WHEELER,TX,32.41,-95.66
59956,75754,STANDARD,EDOM,TX,32.41,-95.66
59957,75754,STANDARD,FLATWOOD,TX,32.41,-95.66
59958,75754,STANDARD,MARTINS MILLS,TX,32.41,-95.66
59959,75754,STANDARD,PRIMROSE,TX,32.41,-95.66
59960,75755,STANDARD,BIG SANDY,TX,32.58,-95.11
59961,75755,STANDARD,HOLLY LAKE RANCH,TX,32.58,-95.11
59962,75755,STANDARD,HOLLY LK RNCH,TX,32.58,-95.11
59963,75755,STANDARD,PRITCHETT,TX,32.58,-95.11
59964,75755,STANDARD,RHONESBORO,TX,32.58,-95.11
59965,75797,UNIQUE,BIG SANDY,TX,32.58,-95.11
59966,75797,UNIQUE,STRATIGIC FULFILMENT,TX,32.58,-95.11
59967,75555,STANDARD,BIVINS,TX,32.95,-94.14
59968,75555,STANDARD,WIGGINS,TX,32.95,-94.14
59969,75556,STANDARD,BLOOMBURG,TX,33.13,-94.05
59970,75416,STANDARD,BLOSSOM,TX,33.66,-95.38
59971,75424,STANDARD,BLUE RIDGE,TX,33.29,-96.39
59972,75417,STANDARD,BOGATA,TX,33.46,-95.21
59973,75418,STANDARD,BONHAM,TX,33.58,-96.18
59974,75928,STANDARD,BON WIER,TX,30.68,-93.75
59975,75420,STANDARD,BRASHEAR,TX,33.11,-95.72
59976,75929,STANDARD,BROADDUS,TX,31.3,-94.26
59977,75930,STANDARD,BRONSON,TX,31.34,-94
59978,75930,STANDARD,ROSEVINE,TX,31.34,-94
59979,75931,STANDARD,BROOKELAND,TX,31.09,-93.97
59980,75931,STANDARD,BROWNDELL,TX,31.09,-93.97
59981,75421,STANDARD,BROOKSTON,TX,33.61,-95.67
59982,75756,STANDARD,BROWNSBORO,TX,32.29,-95.61
59983,75756,STANDARD,EDOM,TX,32.29,-95.61
59984,75831,STANDARD,BUFFALO,TX,31.46,-96.06
59985,75831,STANDARD,KEECHI,TX,31.46,-96.06
59986,75831,STANDARD,FLO,TX,31.46,-96.06
59987,75831,STANDARD,LANELY,TX,31.46,-96.06
59988,75757,STANDARD,BULLARD,TX,32.14,-95.31
59989,75757,STANDARD,MOUNT SELMAN,TX,32.14,-95.31
59990,75757,STANDARD,EMERALD BAY,TX,32.14,-95.31
59991,75757,STANDARD,OLD LARISSA,TX,32.14,-95.31
59992,75757,STANDARD,TEASELVILLE,TX,32.14,-95.31
59993,75932,STANDARD,BURKEVILLE,TX,30.99,-93.66
59994,75932,STANDARD,SHANKLEVILLE,TX,30.99,-93.66
59995,75932,STANDARD,SYCAMORE,TX,30.99,-93.66
59996,75932,STANDARD,TOLEDO,TX,30.99,-93.66
59997,75135,STANDARD,CADDO MILLS,TX,33.06,-96.22
59998,75933,STANDARD,CALL,TX,30.61,-93.87
59999,75933,STANDARD,OLD SALEM,TX,30.61,-93.87
60000,75933,STANDARD,TROUT CREEK,TX,30.61,-93.87
60001,75934,PO BOX,CAMDEN,TX,30.95,-94.71
60002,75934,PO BOX,LILY ISLAND,TX,30.95,-94.71
60003,75422,STANDARD,CAMPBELL,TX,33.14,-95.95
60004,75103,STANDARD,CANTON,TX,32.54,-95.86
60005,75006,STANDARD,CARROLLTON,TX,32.98,-96.89
60006,75007,STANDARD,CARROLLTON,TX,32.98,-96.89
60007,75010,STANDARD,CARROLLTON,TX,32.98,-96.89
60008,75011,PO BOX,CARROLLTON,TX,32.98,-96.89
60009,75633,STANDARD,CARTHAGE,TX,32.15,-94.33
60010,75636,PO BOX,CASON,TX,33.03,-94.81
60011,75832,PO BOX,CAYUGA,TX,31.95,-95.97
60012,75104,STANDARD,CEDAR HILL,TX,32.58,-96.95
60013,75106,PO BOX,CEDAR HILL,TX,32.58,-96.95
60014,75423,STANDARD,CELESTE,TX,33.29,-96.19
60015,75009,STANDARD,CELINA,TX,33.32,-96.78
60016,75935,STANDARD,CENTER,TX,31.79,-94.17
60017,75935,STANDARD,CAMPTI,TX,31.79,-94.17
60018,75935,STANDARD,CHOICE,TX,31.79,-94.17
60019,75935,STANDARD,EAST LIBERTY,TX,31.79,-94.17
60020,75935,STANDARD,GOOD HOPE,TX,31.79,-94.17
60021,75935,STANDARD,GRIGSBY,TX,31.79,-94.17
60022,75935,STANDARD,JAMES,TX,31.79,-94.17
60023,75935,STANDARD,JERICHO,TX,31.79,-94.17
60024,75935,STANDARD,NEUVILLE,TX,31.79,-94.17
60025,75935,STANDARD,SHORT,TX,31.79,-94.17
60026,75935,STANDARD,WATERMAN,TX,31.79,-94.17
60027,75833,STANDARD,CENTERVILLE,TX,31.25,-95.97
60028,75833,STANDARD,CENTERVIEW,TX,31.25,-95.97
60029,75833,STANDARD,DAVISVILLE,TX,31.25,-95.97
60030,75833,STANDARD,GUYS STORE,TX,31.25,-95.97
60031,75833,STANDARD,MIDDLETON,TX,31.25,-95.97
60032,75834,STANDARD,CENTRALIA,TX,31.26,-94.97
60033,75758,STANDARD,CHANDLER,TX,32.3,-95.47
60034,75105,STANDARD,CHATFIELD,TX,32.29,-96.36
60035,75936,STANDARD,CHESTER,TX,30.92,-94.6
60036,75425,PO BOX,CHICOTA,TX,33.86,-95.57
60037,75937,STANDARD,CHIRENO,TX,31.49,-94.34
60038,75426,STANDARD,CLARKSVILLE,TX,33.61,-95.05
60039,75637,PO BOX,CLAYTON,TX,32.08,-94.49
60040,75938,STANDARD,COLMESNEIL,TX,30.9,-94.42
60041,75938,STANDARD,ROCKLAND,TX,30.9,-94.42
60042,75428,STANDARD,COMMERCE,TX,33.23,-95.9
60043,75429,PO BOX,COMMERCE,TX,33.23,-95.9
60044,75431,STANDARD,COMO,TX,33.06,-95.47
60045,75558,STANDARD,COOKVILLE,TX,33.18,-94.86
60046,75558,STANDARD,ARGO,TX,33.18,-94.86
60047,75432,STANDARD,COOPER,TX,33.37,-95.69
60048,75121,PO BOX,COPEVILLE,TX,33.08,-96.42
60049,75019,STANDARD,COPPELL,TX,32.96,-96.99
60050,75099,UNIQUE,COPPELL,TX,32.96,-96.99
60051,75099,UNIQUE,USPS OFFICIAL MAIL,TX,32.96,-96.99
60052,75939,STANDARD,CORRIGAN,TX,30.99,-94.82
60053,75939,STANDARD,BARNUM,TX,30.99,-94.82
60054,75939,STANDARD,ASIA,TX,30.99,-94.82
60055,75939,STANDARD,CARMONA,TX,30.99,-94.82
60056,75939,STANDARD,PLEASANT HILL,TX,30.99,-94.82
60057,75939,STANDARD,PLUCK,TX,30.99,-94.82
60058,75939,STANDARD,SNOW HILL,TX,30.99,-94.82
60059,75939,STANDARD,WAKEFIELD,TX,30.99,-94.82
60060,75109,STANDARD,CORSICANA,TX,32.08,-96.39
60061,75110,STANDARD,CORSICANA,TX,32.08,-96.46
60062,75110,STANDARD,NAVARRO,TX,32.08,-96.46
60063,75151,PO BOX,CORSICANA,TX,32.08,-96.46
60064,75114,STANDARD,CRANDALL,TX,32.63,-96.45
60065,75835,STANDARD,CROCKETT,TX,31.31,-95.45
60066,75835,STANDARD,BELOTT,TX,31.31,-95.45
60067,75835,STANDARD,CUT,TX,31.31,-95.45
60068,75835,STANDARD,HOPEWELL,TX,31.31,-95.45
60069,75835,STANDARD,MAPLETON,TX,31.31,-95.45
60070,75835,STANDARD,PORTER SPRINGS,TX,31.31,-95.45
60071,75433,STANDARD,CUMBY,TX,33.13,-95.83
60072,75759,PO BOX,CUNEY,TX,32.03,-95.41
60073,75434,PO BOX,CUNNINGHAM,TX,33.42,-95.35
60074,75760,STANDARD,CUSHING,TX,31.81,-94.84
